name,price,authors,url,image_url,annotation,pages,year,publisher,isbn,category
Visual Basic. Освой самостоятельно. 2-е изд,208,['Культин Никита Борисович'],https://bhv.ru/product/visual-basic-osvoj-samostoyatelno-2-e-izd/,https://bhv.ru/wp-content/uploads/2019/12/1603_978-5-9775-0365-5.jpg,"Показан процесс создания программы в Visual Basic, в доступной форме изложены принципы визуального проектирования и событийного программирования. Примеры и задачи различной сложности - от простейших расчетных до программ работы с графикой, мультимедиа и базами данных -демонстрируют назначение базовых компонентов, раскрывают тонкости разработки в Visual Basic. Уделено внимание вопросам создания справочной системы и инсталлятора. Справочник содержит описания базовых компонентов, процедур и функций. Второе издание дополнено новыми примерами. На прилагаемом компакт-диске находятся приведенные в книге программы и их исходные тексты.",496,2009-01-01,БХВ,978-5-9775-0365-5,"['Компьютеры и программы', 'Программирование, языки, библиотеки', 'Visual Basic']"
SolidWorks Simulation. Как решать практические задачи,349,['Алямовский Андрей Александрович'],https://bhv.ru/product/solidworks-simulation-kak-reshat-prakticheskie-zadachi/,https://bhv.ru/wp-content/uploads/2019/12/2094_978-5-9775-0763-9.jpg,"Книга посвящена использованию САПР SolidWorks совместно с интегрированными расчетными модулями семейства Simulation: расчетам прочности и устойчивости конструкций в SolidWorks Simulation, решению задач гидрогазодинамики и теплопередачи в SolidWorks Flow Simulation, кинематики и динамики - в SolidWorks Motion. Даны постановка, моделирование, расчет и интерпретация результатов решения для конкретных инженерных задач. Особое внимание уделено слабо освещенным 
в отечественной литературе задачам геометрически-нелинейного поведения конструкций, моделирования изделий, содержащих фильтры и пористые среды, гидродинамического расчета турбомашин и др. Прилагаемый DVD содержит модели с результатами расчетов и цветные иллюстрации.",448,2011-01-01,БХВ,978-5-9775-0763-9,"['Компьютеры и программы', 'Системы проектирования', 'SolidWorks']"
3ds Max 2012 (+ Видеокурс),349,['Тимофеев Сергей Михайлович'],https://bhv.ru/product/3ds-max-2012-videokurs/,https://bhv.ru/wp-content/uploads/2019/12/2095_978-5-9775-0793-6.jpg,"Наиболее полное руководство по созданию трехмерных объектов при помощи популярного графического редактора 3ds Max 2012 позволит каждому, кто занимается трехмерной графикой, воплотить свои идеи в качественных 3D-проектах. Рассматривается моделирование с помощью геометрических объектов и сплайнов, применение материалов, обработка сложных текстур, визуализация и анимация объектов, создание трехмерных сцен, использование эффектов, рендеринг и визуализация изображений с приложением mental ray, технология использования множества эффектов, а также способы межфайловой интеграции проектов. На FTP-сервере издательства по ссылке ftp://85.249.45.166/9785977507936.zip и на странице книги на сайте www.bhv.ru находятся: видеокурс по основам работы в 3ds Max 2012, сцены, сцены-образы, изображения для создания текстур, рисунки из книги в цветном исполнении.",496,2011-01-01,БХВ,978-5-9775-0793-6,"['Компьютеры и программы', 'Графика, фото, видео, звук', '3ds Max, трехмерная графика']"
Google Android: системные компоненты и сетевые коммуникации,100,['Голощапов Алексей Леонидович'],https://bhv.ru/product/google-android-sistemnye-komponenty-i-setevye-kommunikatsii/,https://bhv.ru/wp-content/uploads/2019/12/2066_978-5-9775-0666-3.jpg,"Книга посвящена разработке программ для мобильных устройств под управлением операционной системы Android. Рассматривается создание приложений с использованием системных компонентов и служб Android, управление сетевыми соединениями и коммуникация через сотовую сеть, мобильный Интернет, Wi-Fi. Описана работа с оборудованием мобильного устройства Android:  встроенными датчиками, картой памяти, видеокамерой, дисплеем, управление энергопотреблением телефона. Показано использование сетевых сервисов Google в пользовательских приложениях:  определение координат, навигация, Geocoding, карты Google Map. Рассматриваемые в книге примеры приложений можно скачать по ссылке: ftp://85.249.45.166/9785977506663.zip и на странице книги на сайте www.bhv.ru.",384,2011-01-01,БХВ,978-5-9775-0666-3,"['Компьютеры и программы', 'Операционные системы', 'Google Android']"
"Контекстная реклама: основы, секреты, трюки. 2-е изд.",297,['Яковлев Алексей Александрович'],https://bhv.ru/product/kontekstnaya-reklama-osnovy-sekrety-tryuki-2-e-izd/,https://bhv.ru/wp-content/uploads/2019/12/2062_978-5-9775-0737-0.jpg,"Книга содержит необходимый и достаточный объем знаний для самостоятельной работы по эффективному ведению рекламных кампаний контекстной рекламы при продвижении сайтов любой сложности. Изложены современные методы работы с системами контекстной рекламы (Яндекс.Директ, Google AdWords, Бегун), особенности ведения рекламных кампаний в различных поисковых системах, описаны методики тестирования эффективности вложений в контекстную рекламу. Даны практические рекомендации по поиску и анализу ключевых слов, составлению рекламных объявлений и целевых страниц, рассмотрены проблемы и методы решения кликфрода (мошеннические клики).  Во втором издании добавлены разделы по анализу эффективности рекламных кампаний, описаны принципы работы с обновленными интерфейсами Google AdWords и других  систем, материал остальных глав обновлен и дополнен.",256,2011-01-01,БХВ,978-5-9775-0737-0,['Компьютеры и программы']
Mathcad 15/Mathcad Prime 1.0 (+Видеокурс),268,['Кирьянов Дмитрий Викторович'],https://bhv.ru/product/mathcad-15-mathcad-prime-1-0-videokurs/,https://bhv.ru/wp-content/uploads/2019/12/2076_978-5-9775-0746-2.jpg,"Книга посвящена методике решения задач высшей математики при помощи программы Mathcad. Приводятся примеры расчета типовых задач линейной алгебры, математического анализа, дифференциальных уравнений, статистики и обработки данных. Объясняется работа численных алгоритмов, заложенных во встроенных функциях и операторах системы Mathcad. Предлагаются неочевидные приемы решения актуальных задач современной вычислительной науки. Описывается интерфейс Mathcad и его основные составные части, предоставляется необходимая справочная информация. Подробно описана работа в среде Mathcad 2001/2001i/11/12/13/14/15. Рассматриваются новые возможности и отличительные черты новой версии Mathcad Prime 1.0. На FTP-сервере издательства находятся мультимедийный видеокурс по работе с Mathcad, листинги примеров, справочник по вычислительной математике и учебник по вычислительной физике с примерами, оформленными в виде электронной книги Mathcad.",432,2011-01-01,БХВ,978-5-9775-0746-2,"['Компьютеры и программы', 'Компьютерное моделирование, искусственный интеллект']"
"API Яндекс, Google и других популярных веб-сервисов. Готовые решения для вашего сайта",287,['Петин Виктор Александрович'],https://bhv.ru/product/api-yandeks-google-i-drugih-populyarnyh-veb-servisov-gotovye-resheniya-dlya-vashego-sajta/,https://bhv.ru/wp-content/uploads/2019/12/2080_978-5-9775-0743-1.jpg,"Рассмотрены возможности, предоставляемые API Яндекс, Google, Twitter, 
ISPmanager, Wikipedia. Показано, как повысить функциональность и привлекательность веб-проектов, интегрировав в них возможности, предоставляемые API этих популярных веб-сервисов. Описано создание 4-х больших готовых к размещению в сети проектов (личного кабинета для сайта хостинговой компании, каталога предприятий, сайта учета заказов для фирмы такси, интерактивной карты местности региона), а также ряда небольших практических решений. Во всех случаях использованы современные технологии создания сайтов без перезагрузки страницы, в том числе подробно рассмотренные в книге фреймворки xajax и jQuery. Исходные коды описанных в книге и готовых к размещению в сети проектов можно скачать по ссылке: ftp://ftp.bhv.ru/9785977507431.zip",480,2011-01-01,БХВ,978-5-9775-0743-1,"['Компьютеры и программы', 'Разработка веб-приложений', 'Веб-дизайн']"
Java 7,349,['Хабибуллин Ильдар Шаукатович'],https://bhv.ru/product/java-7/,https://bhv.ru/wp-content/uploads/2019/12/2045_978-5-9775-0735-6.jpg,"Рассмотрено все необходимое для разработки, компиляции, отладки и запуска приложений Java. Изложены практические приемы использования как традиционных, так и новейших конструкций объектно-ориентированного языка Java, графической библиотеки классов Swing, расширенной библиотеки Java 2D, работа со звуком, печать, способы русификации программ. Приведено полное описание нововведений Java SE 7: двоичная запись чисел, строковые варианты разветвлений, ""ромбовидный оператор"", NIO2, новые средства многопоточности и др. Дано подробное изложение последней версии сервлетов, технологии JSP и библиотек тегов JSTL. Около двухсот законченных программ иллюстрируют рассмотренные приемы программирования. Приведена подробная справочная информация о классах и методах Core Java API.",768,2011-01-01,БХВ,978-5-9775-0735-6,"['Компьютеры и программы', 'Программирование, языки, библиотеки', 'Java']"
Обеспечение достоверности и надежности компьютерных расчетов,138,['Петров Юрий Петрович'],https://bhv.ru/product/obespechenie-dostovernosti-i-nadezhnosti-kompyuternyh-raschetov/,https://bhv.ru/wp-content/uploads/2019/12/1442_978-5-9775-0234-4.jpg,"В книге дан анализ ошибок и неточностей, недавно обнаруженных в традиционных методах расчета и популярных пакетах прикладных программ (MATLAB, Mathcad и др.), и их связь с открытыми в Санкт-Петербургском государственном университете (СПбГУ) новыми свойствами эквивалентных (равносильных) преобразований. Эти ошибки и неточности расчетов являются причиной многих аварий и катастроф. В книге изложены пути совершенствования методов расчета и вычислительных алгоритмов для обеспечения достоверности результатов расчета, приведены многочисленные примеры.
Учебное пособие написано на основе лекций, прочитанных автором 
в СПбГУ на факультете прикладной математики − процессов управления.",160,2008-01-01,БХВ,978-5-9775-0234-4,"['Компьютеры и программы', 'Компьютерное моделирование, искусственный интеллект', 'Компьютерное моделирование']"
Самоучитель AutoCAD 2012,349,['Полещук Николай Николаевич'],https://bhv.ru/product/samouchitel-autocad-2012/,https://bhv.ru/wp-content/uploads/2019/12/2019_978-5-9775-0710-3.jpg,"Книга предназначена для освоения двумерного рисования и трехмерного моделирования в системе AutoCAD 2012. Рассматривается процесс построения и параметризации графических объектов, подключения подложек, динамических блоков. Излагается поэтапная методика перехода от двумерных элементов к трехмерной модели изделия, оживления сцен источниками света и материалами. Показаны варианты автоматического формирования видов по созданной модели. Для закрепления материала приведены практические примеры и упражнения. Компакт-диск содержит материалы дополнительных глав и приложений.",464,2011-01-01,БХВ,978-5-9775-0710-3,"['Компьютеры и программы', 'Системы проектирования', 'AutoCAD']"
Вычислительная линейная алгебра с примерами на MATLAB,297,['Горбаченко Владимир Иванович'],https://bhv.ru/product/vychislitelnaya-linejnaya-algebra-s-primerami-na-matlab/,https://bhv.ru/wp-content/uploads/2019/12/2061_978-5-9775-0725-7.jpg,"Излагаются теоретические основы численных методов, включая теорию погрешностей, особенности машинной арифметики, корректность и обусловленность вычислительных задач; современные прямые и итерационные методы решения больших систем линейных алгебраических уравнений. Основное внимание уделено современным итерационным методам на основе подпространств Крылова. Рассмотрено решение частичной и полной проблемы собственных значений, в том числе для больших разреженных матриц. Для основных вычислительных методов приведены реализации с использованием программ, разработанных автором, а также соответствующие функции системы MATLAB.",320,2011-01-01,БХВ,978-5-9775-0725-7,"['Компьютеры и программы', 'Компьютерное моделирование, искусственный интеллект']"
1С:Предприятие 8.2. Программирование и визуальная разработка на примерах,50,['Кашаев Сергей Михайлович'],https://bhv.ru/product/1s-predpriyatie-8-2-programmirovanie-i-vizualnaya-razrabotka-na-primerah/,https://bhv.ru/wp-content/uploads/2019/12/2047_978-5-9775-0722-6.jpg,"Обучение разработке конфигураций и программированию на платформе 1С:Предприятие 8.2 построено на практических примерах различной сложности. Основной упор сделан на подробное описание технологии разработки конфигураций с использованием конструкторов и встроенного языка программирования, включая конструирование управляемого интерфейса, разработку управляемых форм, использование новых возможностей настройки отчетов, настройку командного интерфейса, клиентское и серверное программирование и ряд других ресурсов. Большое внимание уделено языку запросов и построению разнообразных отчетов. Тематика примеров в основном связана с учетом денежных средств, в частности, рассмотрены задачи автоматизации учета денежных поступлений для организаций, предоставляющих платные образовательные услуги. Компакт-диск содержит  разработанные в книге конфигурации, а также упоминаемые документы, созданные в приложении MS Word.",320,2011-01-01,БХВ,978-5-9775-0722-6,"['Компьютеры и программы', 'Бухгалтерские и правовые программы', '1С']"
Разработка и продажа программ для iPhone и iPad,218,['Елюсеев Дмитрий Витальевич'],https://bhv.ru/product/razrabotka-i-prodazha-programm-dlya-iphone-i-ipad/,https://bhv.ru/wp-content/uploads/2019/12/1996_978-5-9775-0687-8.jpg,"Рассмотрены вопросы создания программных приложений для мобильных устройств Apple iPhone и iPad. Изложены основные принципы функционирования программ в операционной системе Apple iOS, даны основы языка ObjectiveC. Рассмотрена работа с GUI, звуком, таблицами, текстовыми и графическими данными, приведены способы загрузки данных из Интернета.
Каждый раздел снабжен практическими примерами приложений. Описаны как разработка простейших программ в среде Xcode, так и создание сложных игровых программ с использованием профессиональных библиотек Box2D и Cocos2D. Особое внимание уделено практике размещения и продажи собственных программ в магазине Apple App Store.",336,2011-01-01,БХВ,978-5-9775-0687-8,"['Компьютеры и программы', 'Аппаратные средства']"
FL Studio: музыкальная фабрика на компьютере. 4-е изд.,258,['Петелин Роман Юрьевич'],https://bhv.ru/product/fl-studio-muzykalnaya-fabrika-na-kompyutere-4-e-izd/,https://bhv.ru/wp-content/uploads/2019/12/1877_978-5-9775-0584-0.jpg,"Книга посвящена программе FL Studio - виртуальной студии, предназначенной для создания современной музыки. Приведены рекомендации по подготовке программы к работе. Рассмотрена сущность эффектов и обработок. Изложены технологии построения паттернов в пошаговом секвенсоре с помощью редакторов Graph и Keyboard, сборки композиции из клипов в редакторе Playlist, конструирования мелодии в редакторе Piano roll, использования плагинов генераторов, эффектов, виртуальных инструментов. В четвертом издании учтены все новые элементы, появившиеся в последних версиях FL Studio. Диск, сопровождающий книгу, содержит примеры проектов и статьи, посвященные применению компьютера в музыкальном творчестве.",400,2011-01-01,БХВ,978-5-9775-0584-0,"['Компьютеры и программы', 'Графика, фото, видео, звук']"
Flex 4. Рецепты программирования,549,"['Андерсон Т.', 'Брэйтуэйт Г.', 'Казарио М.', 'Ноубл Д.']",https://bhv.ru/product/flex-4-retsepty-programmirovaniya/,https://bhv.ru/wp-content/uploads/2019/12/1934_978-5-9775-0773-8.jpg,"Книга построена как справочник по решению типовых задач, что позволяет лучше понять особенности платформы Flex Framework. Рассказывается о том, как обеспечить взаимодействие различных компонентов и как объединить Flex с другими технологиями для создания полнофункциональных интернет-приложений. Рассматриваются основы работы с Flex и программирование на ActionScript, списки и визуализаторы элементов, связывание и проверка допустимости данных, форматирование и регулярные выражения, работа со службами, взаимодействие с сервером и браузером, работа с данными в среде AIR, интеграция операционной системы со средой AIR, тестирование модулей с помощью FlexUnit и др.",720,2011-01-01,БХВ,978-5-9775-0773-8,"['Компьютеры и программы', 'Разработка веб-приложений', 'Языки и технологии программирования', 'Flex']"
Ресурсы Windows 7,549,"['Вильямс Робин', 'Нортрап Тони', 'Таллоч М.', 'Ханикатт Дж.']",https://bhv.ru/product/resursy-windows-7/,https://bhv.ru/wp-content/uploads/2019/12/1893_978-5-9775-0772-1.jpg,"Подробное практическое руководство для развертывания, отладки и администрирования Windows 7. Cодержатся рекомендации ведущих экспертов по внедрению системы, ее обновлению и безопасности. Рассматриваются: установка Windows 7, настройка интерфейса, установка, запуск и управление приложениями, управление файлами и папками, установка и работа с принтерами и другим оборудованием, конфигурирование сетей, подключение удаленных пользователей, использование реестра и выполнение других задач администрирования. На прилагаемом диске находится большое количество скриптов, инструментов и ресурсов.",1104,2011-01-01,БХВ,978-5-9775-0772-1,"['Компьютеры и программы', 'Операционные системы', 'Windows']"
jQuery. Сборник рецептов. 2-е изд.,277,['Самков Геннадий Алексеевич'],https://bhv.ru/product/jquery-sbornik-retseptov-2-e-izd/,https://bhv.ru/wp-content/uploads/2019/12/2057_978-5-9775-0732-5.jpg,"Книга является сборником решений наиболее часто встречающихся задач при веб-программировании пользовательских интерфейсов с использованием библиотеки jQuery. Рассмотрены практически все методы и вспомогательные функции jQuery, в том числе обеспечивающие взаимодействие jQuery и AJAX. Подробно рассказано о надстройке UI jQuery. Приведено большое количество примеров использования плагинов для jQuery - создание графиков и диаграмм, фотогалерей, меню, работа с таймерами и cookies, обработка табличных данных и др. Во втором издании в примерах используется библиотека jQuery версий 1.4.4 и 1.5.2, а также надстройка UI jQuery 1.8.9. Компакт-диск содержит примеры из книги, файлы библиотеки jQuery 1.4.4 и 1.5.2, файлы надстройки UI jQuery 1.8.9, а также файлы расширений сторон-них разработчиков.",416,2011-01-01,БХВ,978-5-9775-0732-5,"['Компьютеры и программы', 'Программирование, языки, библиотеки', 'jQuery']"
"PHP, MySQL, XML: программирование для Интернета. 3-е изд.",297,['Бенкен Елена Сергеевна'],https://bhv.ru/product/php-mysql-xml-programmirovanie-dlya-interneta-3-e-izd/,https://bhv.ru/wp-content/uploads/2019/12/2050_978-5-9775-0724-0.jpg,"Рассмотрено применение PHP для работы с базами данных MySQL и XML-документами. Описана установка и настройка сервера Apache с модулем PHP 5 и сервера MySQL 5. Изложены основы языка PHP и его расширения. Подробно излагается работа с базами данных MySQL от построения запросов до использования утилит командной строки. Приведены базовые сведения о языке XML. Описан формат новостной ленты RSS и представлены практические примеры обработки XML-документов с помощью расширений PHP 5, таких как SimpleXML, DOM-функциями и функциями событийного рограммирования SAX. В третьем издании внесены изменения, связанные c новыми возможностями языка PHP и сервера Apache, уделено особое внимание русификации программного кода. Компакт-диск содержит дистрибутивы Web-сервера, модуля PHP и сервера MySQL, распространяемые по лицензии GNU/GPL, а также примеры из книги.",304,2011-01-01,БХВ,978-5-9775-0724-0,"['Компьютеры и программы', 'Разработка веб-приложений', 'Языки и технологии программирования', 'PHP']"
Microsoft Office Excel 2010: разработка приложений,349,"['Гарнаев Андрей Юрьевич', 'Рудикова Лада Владимировна']",https://bhv.ru/product/microsoft-office-excel-2010-razrabotka-prilozhenij/,https://bhv.ru/wp-content/uploads/2019/12/1883_978-5-9775-0042-5.jpg,"Продемонстрированы широкие возможности Microsoft Office Excel 2010 по созданию приложений средствами VBA, работе с макросами, технологии ООП, конструированию пользовательского интерфейса и форм. Рассмотрены вопросы автоматизации операций с рабочим листом и диаграммами, в том числе при обработке и анализе данных и принятии решений. Изложены методы интеграции офисных приложений, работы с Интернетом и базами данных, применения XML. Книга содержит более 300 примеров тщательно разработанных приложений: от создания пользовательских функций до построения информационных систем по сбору и обработке данных, программный код которых может быть непосредственно использован читателем при разработке собственных проектов.
Прилагаемый компакт-диск содержит файлы рассмотренных в книге примеров.",0,2011-01-01,БХВ,978-5-9775-0042-5,"['Компьютеры и программы', 'Офисные приложения', 'Microsoft Excel']"
Секреты восстановления жестких дисков ПК,218,['Смирнов Юрий Константинович'],https://bhv.ru/product/sekrety-vosstanovleniya-zhestkih-diskov-pk/,https://bhv.ru/wp-content/uploads/2019/12/2064_978-5-9775-0706-6.jpg,"Раскрыто множество секретов восстановления винчестеров SATA и IDE с дефектами магнитного слоя и логическими нарушениями в структуре разделов. Показано, как своевременно обнаруживать появление неисправностей на винчестерах и полностью исправлять дефекты жестких дисков без потери ранее накопленной информации, сохранять образы операционных систем и восстанавливать их на любых разделах других винчестеров своего компьютера, в полной мере защищать информацию от воздействия вирусов. Описан минимизированный состав программного обеспечения для ремонта и тестирования винчестеров в домашних условиях без вскрытия корпуса жесткого диска. Приведено множество примеров восстановления винчестеров с подробными описаниями процессов устранения дефектов. Все рекомендации проверены экспериментально на большом количестве винчестеров.",272,2011-01-01,БХВ,978-5-9775-0706-6,"['Компьютеры и программы', 'Аппаратные средства']"
Linux. 4-е изд.,349,['Стахнов Алексей Александрович'],https://bhv.ru/product/linux-4-e-izd/,https://bhv.ru/wp-content/uploads/2019/12/2028_978-5-9775-0712-7.jpg,"Приведены подробные сведения об особенностях и возможностях операционной системы Linux, идеологии файловой системы, инсталляции и основных командах, компиляции ядра, настройках и сервисах. Рассмотрены вопросы организации на базе Linux различных серверов и служб: электронной почты, WWW, FTP, INN, Proxy, NTP, а также проблемы администрирования сети, обеспечения безопасной работы и др. Описаны способы настройки под Linux рабочих станций, в том числе и бездисковых,  установки и эксплуатации на них графических сред типа X Window, а также конфигурирование модемных соединений, принтеров и сканеров. Уделено внимание отладке взаимодействия с Linux-машинами современной периферии, такой как карманные компьютеры, мобильные телефоны, TV-тюнеры и т. п. Рассматриваемые в книге конфигурационные файлы и структура каталогов соответствуют дистрибутиву Fedora Core 14, однако при минимальной адаптации все упоминаемые в книге пакеты устанавливаются в любом дистрибутиве Linux. В четвертом издании добавлена информация о 3G-модемах, остальной текст обновлен и доработан.",752,2011-01-01,БХВ,978-5-9775-0712-7,"['Компьютеры и программы', 'Операционные системы', 'Linux']"
Фотошкола. Композиция снимка и техника цифровой съемки.,549,['Хаас Кристиан'],https://bhv.ru/product/fotoshkola-kompozitsiya-snimka-i-tehnika-tsifrovoj-semki/,https://bhv.ru/wp-content/uploads/2019/12/1907_978-5-9775-0613-7.jpg,"Ничто не может передать и сохранить красоту и настроение момента так живо, как хорошая фотография. Впечатляющий пейзаж в вечерние сумерки или в ""голубой час"", смех ребенка, поцелуй во время свадьбы: никакое другое средство не способно так четко зафиксировать моменты жизни и превратить их в неизгладимые воспоминания. Эта книга передает знания о фотографии, которые вы сможете применить, выбирая сюжеты, объекты и способы фотосъемки, а также использовать описанные приемы для создания высококлассных фотографий с учетом местоположения объектов, фокусного расстояния, размера кадра и др. Профессиональный фотограф и автор книги Кристиан Хаас на конкретных практических примерах показывает, как оптимально сфотографировать различные объекты в разных ситуациях, а также как правильно настроить цифровую компактную или зеркальную камеру.",288,2011-01-01,БХВ,978-5-9775-0613-7,"['Компьютеры и программы', 'Графика, фото, видео, звук']"
1С:Бухгалтерия предприятия 2.0. Новая конфигурация,198,"['Засорин Сергей Валентинович', 'Кузнецов Владимир Георгиевич']",https://bhv.ru/product/1s-buhgalteriya-predpriyatiya-2-0-novaya-konfiguratsiya/,https://bhv.ru/wp-content/uploads/2019/12/2081_978-5-9775-0760-8.jpg,"Рассматриваются структура, основные элементы, возможности, приемы и методы выполнения учетных операций, особенности проведения бухгалтерского учета, состав 
и настройка конфигурации ""1С:Бухгалтерия предприятия 2.0"", а также содержится теоретический материал с примерами по выполнению полного цикла учетных операций, начиная с настройки параметров учета и ввода начальных остатков и заканчивая формированием отчетности и определением финансовых результатов.",384,2011-01-01,БХВ,978-5-9775-0760-8,"['Компьютеры и программы', 'Бухгалтерские и правовые программы', '1С']"
Свободное программное обеспечение. BASIC-256   для школы,129,['Никитенко Сергей Гаврилович'],https://bhv.ru/product/svobodnoe-programmnoe-obespechenie-basic-256-dlya-shkoly/,https://bhv.ru/wp-content/uploads/2019/12/2063_978-5-9775-0740-0.jpg,"Для свободно распространяемой кроссплатформенной среды BASIC-256 рассматриваются: интерфейс пользователя, основные операторы, правила написания программ, примеры решения типовых школьных задач из курса информатики и ИКТ, методика решения заданий ЕГЭ. Подробно рассмотрены часто встречающиеся на олимпиадах различного уровня темы: ввод/вывод числовых и строковых данных посредством текстовых файлов и построение графиков функций. Приведены задания для тренировки учащихся, проведения зачетных работ и выполнения проектов. Все зачетные работы и проекты ориентированы на выполнение по строго индивидуальным заданиям. Также книга содержит справочную информацию по BASIC-256",224,2011-01-01,БХВ,978-5-9775-0740-0,"['Компьютеры и программы', 'Программирование, языки, библиотеки', 'Basic/QBasic/SmallBasic']"
SolidWorks 2011 на примерах,349,"['Дударева Наталья Юрьевна', 'Загайко Сергей Андреевич']",https://bhv.ru/product/solidworks-2011-na-primerah/,https://bhv.ru/wp-content/uploads/2019/12/2005_978-5-9775-0690-8.jpg,"Книга поможет начинающему пользователю получить практические навыки работы в пакете трехмерного моделирования SolidWorks 2011 на основе преимущественно машиностроительных примеров. Рассматривается построение эскиза, создание объемной модели, создание сварных деталей и деталей из листового материала, построение сборок и генерация чертежей в соответствии с ЕСКД, выполнение различных конфигураций деталей, а также деталей на основе поверхностей, проектирование объектов из области архитектуры, мебельного производства и др. Прилагаемый компакт-диск содержит файлы для установки шаблонов стандартных чертежей и спецификаций, иллюстрации с примерами проектирования объектов машиностроения и оформления проектной документации по ЕСКД.",496,2011-01-01,БХВ,978-5-9775-0690-8,"['Компьютеры и программы', 'Системы проектирования', 'SolidWorks']"
С компьютером на ты. Самое необходимое. 2-е изд.,178,['Егоров Андрей Александрович'],https://bhv.ru/product/s-kompyuterom-na-ty-samoe-neobhodimoe-2-e-izd/,https://bhv.ru/wp-content/uploads/2019/12/1543_978-5-9775-0309-9.jpg,"Рассказывается о работе в операционной системе Windows (на примере версий XP и 7), текстовом редакторе Word 2010 и других приложениях, необходимых каждому пользователю: архиваторах, антивирусах и программах для просмотра видео и прослушивания музыки (Winamp, QuickTime Pro). Большое внимание уделяется работе в Интернете. Рассказывается о программах для просмотра Web-страниц, об электронной почте, а также о различных полезных приложениях для работы в сети - менеджерах закачек файлов, ICQ, Windows Live Messenger, MSN и многих других. Во втором издании рассмотрена новая ОС - Windows 7, а также последние версии приложений для пользователей.",416,2011-01-01,БХВ,978-5-9775-0309-9,['Компьютеры и программы']
